speaker_name,party,language,mep_id,role,text,alignment,orientation,translated,translated_text,extremity
Pasquale | Tridico,The Left,IT,257133,,"Signora Presidente, onorevoli colleghi, signor Vicepresidente, la metà degli stabilimenti che producono automobili in Italia è in crisi, a rischio di chiusura. A Torino, Melfi, Pomigliano, Termoli, i lavoratori della Stellantis, ex GKN, abbiamo migliaia di lavoratori in cassa integrazione, un indotto di circa 100 000 lavoratori in crisi. Guardare al passato è inutile. Certo, non ritornerà più. Concentriamoci allora sul futuro, su cosa possiamo fare affinché domanda di consumo e produzione si incontrino. Oggi è questo il principale problema. Il futuro della mobilità europea non può che partire dal costruire auto elettriche per tutti i cittadini e non solo per i ricchi. Serve una filiera di investimenti pubblici fatta non solo di auto, ma anche di autobus e di veicoli pubblici ed elettrici per il trasporto, che forniscano approvvigionamento e, nel breve periodo, possano chiudere quel gap che c'è oggi tra domanda e offerta di beni di consumo elettrici. Serve dunque un piano europeo per la mobilità sostenibile e pubblica che incoraggi l'uso delle auto elettriche per la mobilità privata, anche salvando le fabbriche, il lavoro e il clima. Serve una politica industriale europea, Mister Dombrovskis, serve un fondo europeo a sostegno dell'auto elettrica. L'Europa ha posto degli obiettivi giusti. Metta adesso anche le risorse per raggiungerli.",Left,Left,True,"Madam President, ladies and gentlemen, Mr. Vice President, half of the car plants in Italy are in crisis, at risk of closure. In Turin, Melfi, Pomigliano, Termoli, the workers of Stellantis, formerly GKN, we have thousands of workers laid off, a supply chain of about 100,000 workers in crisis. Looking at the past is useless. Of course, it will never return. So let's focus on the future, on what we can do so that consumer demand and production meet. This is the main problem today. The future of European mobility can only start with building electric cars for all citizens, not just for the rich. We need a chain of public investment made not only of cars, but also of buses and public and electric vehicles for transportation, which will provide supply and, in the short term, can close that gap that exists today between supply and demand for electric consumer goods. So we need a European plan for sustainable and public mobility that encourages the use of electric cars for private mobility, also saving factories, jobs and the climate. We need a European industrial policy, Mr. Dombrovskis, we need a European fund to support the electric car. Europe has set the right goals. Put now the resources to achieve them as well.",-1.0
Vilis | Krištopans,PfE,LV,256909,,"Cienītā sēdes vadītāja! Kolēģi! Pirms diviem gadiem manā reģionā – Ziemeļeiropā – bija liels notikums. Par to rakstīja visi mediji. Zviedrijas uzņēmums Northvolt atklāja elektriskajiem auto paredzētu akumulatoru ražošanas rūpnīcu. Turklāt tika teikts, ka ir jau noslēgti desmitiem miljardu eiro lieli kontrakti par akumulatoru ražošanu BMV, Volkswagen un Volvo. Pirms pāris nedēļām jau daudz klusāk izskanēja ziņa, ka šis pats Zviedrijas uzņēmums likvidēs 1600 darbavietas. Zviedrijas valdība jau ir pateikusi, ka tā nekādā veidā neplāno palīdzēt šai rūpnīcai cīņā ar finanšu grūtībām. Aiz katras šādas atlaišanas stāv dzīvi cilvēki ar ģimenēm un bērniem. Briseles ierēdņi un politiķi, kuri radīja ilūziju par elektroauto spožo nākotni, turpinās dzert alu Briseles pabos. Viņu ģimenes budžetā jau nekas nemainīsies. Šī gada pirmajos astoņos mēnešos Eiropas Savienībā tika pārdoti tikai 12 % no kopējā plānotā elektroauto skaita. Mēs šobrīd esam nevis auto nozares krīzē, bet gan katastrofas priekšā, kas atstās sekas uz daudziem gadiem. Un pats galvenais tomēr ir patērētājs. Mēs gribam uzspiest dārgu, patīkamu pilsētas rotaļlietu cilvēkiem, kaut gan šo rotaļlietu var nopirkt labi ja 10 % no visiem patērētājiem, kuri dzīvo mežā, laukos vai kuri ir spiesti lietot šos auto mīnus 20 grādu salā. Dombrovska kungs, mēģiniet labot šo kļūdu! Ja jūs to neizdarīsiet, to, visticamāk, darīs nākamā Komisija 2029. gadā, bet tad jau var izrādīties par vēlu.",Right,Right,True,"Dear President! Colleagues! Two years ago, there was a big event in my region - in Northern Europe. All the media wrote about it. The Swedish company Northvolt opened a battery production plant for electric cars. It was also said that tens of billions of euros had already been contracted to produce batteries for BMV, Volkswagen and Volvo. A few weeks ago, it was announced, much more quietly, that the same Swedish company was to eliminate 1 600 jobs. The Swedish Government has already said that it does not intend to help the plant in any way to combat its financial difficulties. Behind every one of these redundancies are living people with families and children. The Brussels civil servants and politicians who created the illusion of a bright future for the electric car will continue to drink beer in Brussels pubs. Nothing will change in their family budgets. In the first eight months of this year, only 12% of the total planned number of electric cars were sold in the EU. We are not now in a crisis in the car industry, but in a catastrophe that will have consequences for many years to come. Most importantly, however, is the consumer. We want to impose an expensive, pleasant urban toy on people, even though this toy can be bought by well over 10% of all consumers who live in the forest, in the countryside or who are forced to use these cars at minus 20 degrees. Mr Dombrowski, try to correct this mistake! If you do not, the next Commission will probably do it in 2029, but by then it may be too late.",1.0
Gheorghe | Piperea,ECR,RO,257115,,"Doamna președintă, situația industriei automobilelor din România poate fi descrisă destul de bine de o zicală românească: „croitorul nu are haine, cizmarul nu are încălțări”. România este a șasea țară, cea mai mare în zona noastră, a șasea țară din Europa ca număr de automobile care se produc în fiecare an. Este vorba de peste 513 000 de unități, care se realizează la nivel de 2023. Din păcate, România este și între primele țări din Uniunea Europeană cu cel mai mare parc de mașini vechi, mai vechi de 16 ani. Sunt nu mai puțin de 5,23 milioane de astfel de autoturisme mai vechi de 16 ani. Așadar, cetățenii români, deși țara lor produce mașini noi, nu și le pot permite. Aceste cifre, de altfel antitetice, reflectă eficiența, între ghilimele, strategiei verde europene de emisii zero. Proprietarii scapă cu greu de mașinile vechi pentru că nu își pot permite mașini noi. Această mașinărie rigidă de înverzire a Europei trebuie să ia în calcul și programe pentru casarea autoturismelor și sprijin real oferit cetățenilor pentru achiziția mașinilor noi. Și mă întreb cum are de gând Comisia Europeană să respecte principiul Uniunii Europene „Not to leave no one behind”?",Right,Right,True,"Madam President, the situation of the automotive industry in Romania can be described quite well by a Romanian saying: 'the tailor has no clothes, the cobbler has no shoes'. Romania is the sixth country, the largest in our area, the sixth country in Europe in terms of the number of cars produced every year. We are talking about more than 513 000 units, which is realized by 2023. Unfortunately, Romania is also among the top countries in the European Union with the largest fleet of old cars, older than 16 years. There are no fewer than 5.23 million such cars older than 16 years. Romanian citizens, although their country produces new cars, cannot afford them. These figures, which are in fact antithetical, reflect the effectiveness, in inverted commas, of Europe's green zero emissions strategy. Owners are struggling to get rid of old cars because they can't afford new ones. This rigid machinery to green Europe must also take into account scrappage schemes and real support for citizens to buy new cars. And I wonder how the European Commission is going to respect the European Union's principle 'Not to leave no one behind'?",0.5
Saskia | Bricmont,Verts/ALE,FR,197470,,"Madame la Présidente, sur le site d’Audi Forest, 3 000 personnes voient aujourd’hui leurs emplois menacés, 4 000 personnes en comptant les sous-traitants. Des milliers de personnes sont sur la sellette. Leurs vies sont bouleversées à cause de choix industriels peu judicieux de la part d’Audi et de ses dirigeants. La crise du secteur automobile est aussi liée à l’absence de politique industrielle européenne coordonnée et d’investissements stratégiques, et à cette croyance absolue dans une mondialisation dérégulée qui favoriserait l’industrie européenne, alors qu’elle l’affaiblit. Les États-Unis et la Chine ont faussé la concurrence en soutenant massivement leurs industries. Le temps de la naïveté est révolu. L’Europe doit prendre des mesures d’urgence, comme celle sur les taxes sur les véhicules électriques chinois, mais surtout prendre son destin industriel en main. Une industrie européenne forte et durable, capable de faire face aux enjeux sociétaux à venir, et des solutions écologiques moins chères passent avant tout par une stratégie qui se ferait dans le prolongement du pacte vert, en concertation avec les syndicats, les secteurs privé et public, et par un plan d’investissement massif à l’échelle européenne, misant sur des emplois locaux, de qualité, respectueux des conventions de l’OIT et des droits des travailleurs. Il n’y aura pas de justice climatique sans justice sociale.",Center-Left,Left,True,"Madam President, the jobs of 3,000 people at Audi Forest are under threat, and 4,000 including subcontractors. Thousands of people are in the hot seat. Their lives have been turned upside down by unwise industrial choices on the part of Audi and its management. The crisis in the automotive sector is also linked to the absence of a coordinated European industrial policy and strategic investments, and to the absolute belief that deregulated globalization will benefit European industry, when in fact it is weakening it. The United States and China have distorted competition by massively supporting their industries. The time for naivety is over. Europe must take emergency measures, such as the tax on Chinese electric vehicles, but above all it must take its industrial destiny into its own hands. A strong, sustainable European industry, capable of meeting the societal challenges of the future, and cheaper ecological solutions, require first and foremost a strategy that would follow on from the Green Pact, in consultation with trade unions, the private and public sectors, and a massive Europe-wide investment plan, focusing on local, quality jobs that respect ILO conventions and workers' rights. There can be no climate justice without social justice.",-0.7
Klara | Dostalova,PfE,CS,256853,,"Paní předsedající, vážený pane komisaři, jestli by nás něco mělo stmelovat, tak je to osud automobilového průmyslu a s ním desítky tisíc pracovních míst. Evropská komise tlačí na snížení flotilových emisí o 15 % do roku 2025. Ale co nám to skutečně přináší? Bruselské sny se mění ve skutečné noční můry pro naše výrobce. Infrastruktura je nedostatečná, poptávka po elektromobilech stagnuje a elektrická vozidla zůstávají luxusem, který si většina nejen českých domácností prostě nemůže dovolit. A teď mi řekněte: Jak mohou automobilky, včetně české Škoda Auto, snížit emise, když jim chybí základní podmínky pro úspěch? Potřebujeme řešení, které udrží naše motory v chodu – nejen ekologicky, ale i ekonomicky. Zachovejme naše pracovní místa, naše továrny a umožněme našemu průmyslovému srdci bít. Je nutné zrušit nařízení od roku 2035 pro auta se spalovacími motory a zastavit nesmyslné ambice Evropské komise cokoliv zakazovat či přikazovat. Podporujme plug-in hybridy a alternativní paliva, která by pomohla snížit emise i u stávajícího vozového parku. Buďme realisté, revidujme Green Deal, který se nesmí stát ideologií, ale musí stát na realitě. Evropská unie už v minulosti ukázala, že umí jednat rozumně, když flexibilně reagovala na problémy například v letectví či v zemědělské technice. Proč ne tedy teď? Proč nechráníme vlastní průmysl a pracovní místa pro Evropany?",Right,Right,True,"Madam President, Commissioner, if there is one thing that should unite us, it is the fate of the car industry and with it tens of thousands of jobs. The European Commission is pushing for a 15% reduction in fleet emissions by 2025. But what does that really get us? Brussels dreams are turning into real nightmares for our manufacturers. Infrastructure is inadequate, demand for electric cars is stagnating and electric vehicles remain a luxury that most households, not just Czech ones, simply cannot afford. Now tell me: how can car companies, including the Czech Škoda Auto, reduce emissions if they lack the basic conditions for success? We need a solution that keeps our engines running - not just environmentally, but economically. Let's save our jobs, our factories and let our industrial heart beat. We need to abolish the 2035 regulation for combustion engine cars and stop the European Commission's pointless ambition to ban or mandate anything. Let us promote plug-in hybrids and alternative fuels to help reduce emissions even in the existing fleet. Let us be realistic, let us revise the Green Deal, which must not become an ideology but must be based on reality. The European Union has shown in the past that it can act sensibly by responding flexibly to problems in, for example, aviation or agricultural technology. Why not now? Why are we not protecting our own industry and jobs for Europeans?",1.0
Marlena | Maląg,ECR,PL,257077,,"Pani Przewodnicząca! Panie Komisarzu! Szanowni Państwo! Po opublikowaniu sprawozdania Draghiego o konkurencyjności słowo „kryzys” możemy odmieniać przez wszystkie przypadki. Dotyka on rzeczywiście wielu branż, w tym przemysłu motoryzacyjnego. Autor przede wszystkim zwraca uwagę, że jako remedium powinniśmy obniżać koszty pracy, co jest bardzo negatywne dla pracowników, ale także ich rodzin. Ale musimy pamiętać o tym, że kryzys dotyczy także branży kolejowej, która mierzy się z trendami spadkowymi. Przykładem może być polska spółka PKP Cargo, gdzie dochodzi do masowych zwolnień, przy czym naruszane są zasady dialogu społecznego czy też prawa pracownicze. Pomimo że polski rynek kolejowy jest drugim co do wielkości rynkiem kolejowym w Europie, te zwolnienia nie gwarantują, że ta firma przetrwa. Mało tego, w przypadku kiedy odwróci się koniunktura, może okazać się, że nie będą konkurencyjni. Jeżeli chcemy, Szanowni Państwo, aby Europa stała się potęgą, nie możemy opierać się wyłącznie na obniżaniu kosztów pracy. Nie możemy dalej wdrażać niszczącego Zielonego Ładu. Potrzebne są przede wszystkim strategia i nakłady inwestycyjne, a takie procesy, które są negatywną restrukturyzacją, powinny być ostatecznością.",Right,Right,True,"Madam President! Commissioner! Ladies and Gentlemen! After the publication of the Draghi report on competitiveness, we can conjugate the word ""crisis"" through all cases. It is indeed affecting many industries, including the automotive industry. The author first of all points out that as a remedy we should reduce labor costs, which is very negative for workers, but also their families. But we must keep in mind that the crisis also affects the railroad industry, which is facing downward trends. An example is the Polish company PKP Cargo, where mass layoffs are taking place, with violations of the principles of social dialogue or labor rights. Although the Polish rail market is the second largest in Europe, these layoffs do not guarantee that this company will survive. What's more, in case the economy turns around, they may not be competitive. If we, Ladies and Gentlemen, want Europe to become a powerhouse, we cannot rely solely on reducing labor costs. We cannot continue to implement the destructive Green Deal. What is needed first and foremost is strategy and investment, and such processes, which are negative restructuring, should be the last resort.",0.5
Michael | Bloss,Verts/ALE,DE,197449,,"Frau Präsidentin, Herr Kommissar! Wir Grüne wollen, dass die Werke weiterarbeiten, dass die Menschen in der Automobilindustrie Arbeit haben. Aber wer so tut, als könnten wir einfach Verbrenner weiterbauen, der sagt nicht die Wahrheit, der streut den Menschen Sand in die Augen. Ja, Europas Automobilindustrie steckt in der Krise, aber das liegt am Verbrenner, nicht am E‑Auto. Wir müssen uns mal mit den Fakten beschäftigen. Das zentrale Problem der europäischen Automobilindustrie ist, dass Chinas Autobauer ihr davonfahren. Ihr Vorsprung in Batterietechnik und Digitalisierung ist enorm. Ein Drittel aller Autos deutscher Hersteller wird in China verkauft, und dort ist schon jeder zweite Neuwagen ein Elektroauto. Der Automobilindustrie geht es schlecht, weil sie zu viel auf den Verbrenner und zu wenig auf die E‑Mobilität gesetzt hat. Und E‑Fuels? Die gibt es heute nicht mal zu kaufen. Die weltweite Planung für die E-Fuel-Produktion in den nächsten zehn Jahren reicht noch nicht einmal aus, um zehn Prozent des deutschen Bedarfs in der Chemieindustrie, beim Schiffs‑ und beim Flugverkehr zu decken, und da ist der Automobilverkehr noch nicht einmal eingerechnet. Es tut mir leid. Wer so tut, als ob E‑Fuels die Industrie retten würden, der verhöhnt die Arbeitnehmerinnen und Arbeitnehmer, die um ihre Jobs bangen. Dass es eine Transformation der Automobilindustrie geben wird, ist vom Markt entschieden. Der weltweite Verkauf von E‑Autos ist Anfang 2024 um 25 Prozent gestiegen. Meine Damen und Herren, „Wir schaffen es nicht!“ darf nicht das Motto des Automobilstandorts Europa sein. Um die Werke und die Automobilindustrie zu retten, brauchen wir jetzt einen Kraftakt und Technologieklarheit für das E‑Auto. Eine europäische Industriepolitik für die E‑Mobilität muss ein Gesetz für E‑Autos in den Unternehmensflotten beinhalten.",Center-Left,Left,True,"Madam President, Commissioner. We Greens want the plants to keep working, we want people in the automotive industry to have jobs. But anyone who pretends that we can simply continue to build combustion engines is not telling the truth, they are pulling the wool over people's eyes. Yes, Europe's automotive industry is in crisis, but this is due to the combustion engine, not the electric car. We need to look at the facts. The main problem facing the European automotive industry is that China's carmakers are outpacing it. Their lead in battery technology and digitalization is enormous. A third of all cars from German manufacturers are sold in China, and every second new car there is already an electric car. The automotive industry is doing badly because it has focused too much on the combustion engine and too little on e-mobility. And e-fuels? You can't even buy them today. The global plans for e-fuel production over the next ten years are not even enough to cover ten percent of German demand in the chemical industry, shipping and aviation, and that doesn't even include automobile traffic. I'm sorry. Anyone who pretends that e-fuels will save the industry is mocking the workers who fear for their jobs. The market has decided that there will be a transformation of the automotive industry. Global sales of e-cars rose by 25 percent at the beginning of 2024. Ladies and gentlemen, ""We can't do it!"" must not be the motto of Europe as an automotive location. In order to save the plants and the automotive industry, we now need a show of strength and technological clarity for the e-car. A European industrial policy for e-mobility must include a law for e-cars in company fleets.",-0.7
Mariateresa | Vivaldini,ECR,IT,257143,,"Signora Presidente, onorevoli colleghi, signor Commissario, la crisi del settore dell'automotive è una realtà: il fallimento delle vostre politiche green degli ultimi cinque anni ha avuto come uniche conseguenze calo delle vendite, aziende chiuse e disoccupazione. Va bene ridurre le emissioni, è giusto e va fatto, ma non a scapito della competitività di un settore che vale il 7% del PIL europeo e dà lavoro a 13 milioni di persone. Sappiamo che l'elettrico non è la soluzione. Già nel 2017 Marchionne avvertiva che, senza prima sapere come produrre l'energia da fonti pulite e rinnovabili, l'elettrico avrebbe rappresentato una minaccia per il nostro pianeta. La legislazione dell'Unione europea non solo ha forzato quel percorso, ma con la sua strategia fallimentare ci ha consegnato un'Europa più povera in termini economici, occupazionali, di innovazione e di ricerca. Commissario, il settore chiede di anticipare la verifica dei risultati raggiunti dalle diverse tecnologie, nel mercato e nei risultati ambientali, senza attendere la verifica del 2026. Tocca alla politica dare una risposta e darla in fretta. Il punto è capire se questa Europa, pervasa di ideologia green, sia disposta ad ascoltare.",Right,Right,True,"Madam President, ladies and gentlemen, Commissioner, the crisis in the automotive sector is a reality: the failure of your green policies over the last five years has had as its only consequences declining sales, closed companies and unemployment. It is fine to reduce emissions, it is right and it should be done, but not at the expense of the competitiveness of a sector that is worth 7 percent of European GDP and employs 13 million people. We know that electric is not the solution. Back in 2017, Marchionne warned that without first knowing how to produce energy from clean, renewable sources, electric would be a threat to our planet. EU legislation has not only forced that path, but with its failed strategy has handed us a poorer Europe in terms of economics, employment, innovation and research. Commissioner, the industry is calling for an early review of the achievements of different technologies, in the market and in environmental outcomes, without waiting for the 2026 review. It is up to politics to give an answer and to give it quickly. The question is whether this Europe, imbued with green ideology, is willing to listen.",0.5
Mélanie | Disdier,PfE,FR,256874,,"Madame la Présidente, chers collègues, la Commission européenne semble enfin se soucier de son industrie automobile. Que de temps perdu, qui aurait pu éviter la fermeture des usines PSA Aulnay-sous-Bois, Renault à Flins-sur-Seine et tant d'autres en Europe. Tant de salariés auraient aimé que l'Union européenne soit à leurs côtés avant de perdre leur emploi. Cette déclaration de la Commission ressemble à un aveu d'échec. Le dogme du libre échange a conduit à la disparition de nos usines et de nos emplois et nous a poussé à importer nos voitures. Tout cela avec la complicité d'une Union européenne pour qui le protectionnisme sonne presque comme un gros mot. Maintenant, la Commission s'alarme des conséquences de ses propres décisions. Elle impose l'usage de véhicules électriques, sans se demander si notre industrie est prête à relever ce défi face à la concurrence étrangère. Le véritable enjeu n'est pas seulement de déterminer quelle sera la voiture de demain, mais où elle sera fabriquée. Il s'agit ici de garantir un dynamisme économique qui génère richesses et emplois, assurant ainsi la prospérité et l'indépendance de l'Europe. Deux mots clés pour cela: protéger et soutenir. Protéger notre industrie face à la concurrence étrangère et soutenir nos usines, en leur offrant un environnement favorable tant sur le plan fiscal que réglementaire.",Right,Right,True,"Madam President, dear colleagues, the European Commission finally seems to care about its automotive industry. What a waste of time, which could have prevented the closure of the PSA Aulnay-sous-Bois and Renault Flins-sur-Seine plants, and so many others in Europe. So many employees would have liked the European Union to stand by them before they lost their jobs. The Commission's statement is an admission of failure. The dogma of free trade has led to the disappearance of our factories and jobs, and driven us to import our cars. All this with the complicity of a European Union for whom protectionism sounds almost like a dirty word. Now the Commission is alarmed by the consequences of its own decisions. It is imposing the use of electric vehicles, without asking whether our industry is ready to meet this challenge in the face of foreign competition. The real issue is not just what the car of tomorrow will be, but where it will be made. It's about guaranteeing an economic dynamism that generates wealth and jobs, thus ensuring Europe's prosperity and independence. Two key words: protect and support. Protect our industry from foreign competition, and support our factories, by offering them a favorable fiscal and regulatory environment.",1.0
Beata | Szydło,ECR,PL,197553,,"Panie Przewodniczący! Panie Komisarzu! Szanowni Państwo! Branża samochodowa w Unii Europejskiej umiera, ludzie tracą pracę, gospodarka ma problemy. Czy z tej sytuacji, która jest spowodowana decyzjami zapadającymi w ostatnich latach w Unii Europejskiej, projektami przygotowanymi przez Komisję Europejską i podejmowanymi tutaj przez Parlament, wyciągane są jakiekolwiek wnioski? Ano są. Pani Przewodnicząca von der Leyen zapowiedziała, że ta linia będzie kontynuowana. Co to oznacza? To oznacza, że przemysł będzie miał coraz większe problemy, coraz więcej ludzi straci pracę. Kto na tym zyska? Przede wszystkim zyskają na tym Chińczycy, którzy są bardzo zadowoleni z tego, że mogą wchodzić na rynek europejski ze swoimi produktami. Alternatywą dla Europejczyków mają być samochody elektryczne. Tyle tylko, że ludzie nie chcą ich kupować, bo są bardzo drogie, a nawet jeżeli je wybierają, to nie te produkowane w Europie, tylko właśnie te produkowane w Chinach, bo są tańsze, bo producenci mówią wyraźnie, że ceny energii w Europie są zbyt wysokie i że mają problemy z kosztami produkcji. A tak naprawdę to, co zabrano Europejczykom, to przede wszystkim wolność wyboru.",Right,Right,True,"Mr. Chairman, Mr. Commissioner! Ladies and Gentlemen! The automobile industry in the European Union is dying, people are losing their jobs, the economy is in trouble. Are any conclusions being drawn from this situation, which is caused by decisions made in recent years in the European Union, projects prepared by the European Commission and taken here by Parliament? Well, there are. President von der Leyen has announced that this line will be continued. What does this mean? It means that the industry will have more and more problems, more and more people will lose their jobs. Who will gain from this? First of all, the Chinese, who are very happy to enter the European market with their products, will gain. Electric cars are supposed to be an alternative for Europeans. Only that people don't want to buy them because they're very expensive, and even if they choose them, it's not the ones made in Europe, it's the ones made in China, because they're cheaper, because the manufacturers say clearly that energy prices in Europe are too high and that they have problems with production costs. And in fact, what has been taken away from Europeans is, above all, freedom of choice.",0.5
Jorge | Buxadé Villalba,PfE,ES,197829,,"Señora presidente, algunas veces pienso que la mayoría de ustedes son agentes del Partido Comunista chino. Todos los que votaron a favor del Pacto Verde Europeo y la Directiva que prohíbe el motor de combustión en 2035 son responsables, pero ahora me doy cuenta de que, además, son hipócritas y farsantes, porque todos los que están de aquí hasta allá votaron a favor y ahora aparecen como defensores de la industria del automóvil. Renunciar a una industria en la que éramos líderes mundiales para ser dependientes de China, que produce el 70 % de las baterías y controla la cadena de suministros para su producción, es la mejor forma de inducir el suicidio de la economía europea. En España, la industria del automóvil da trabajo a dos millones de personas. Es el 10 % del PIB y la producción ha caído más de un 15 %. Audi, Volkswagen, Renault, SEAT, todos cerrando fábricas y lanzando trabajadores a la calle. En España, el coche más vendido es uno cuyo precio de venta no supera los 14 000 euros. Hace diez años era un vehículo de 18 000 euros. Ya están consiguiendo su objetivo. Han hecho más pobres a los europeos. Mientras tanto, hay políticos que consideran que la libertad consiste en cambiar tu coche por un bono transporte y otros liberticidas imponen las mayores restricciones a la circulación de personas humildes que se conocen en la historia de Europa, como en Madrid. Las fronteras abiertas a los ilegales y las ciudades fortaleza cerradas a los que no pueden comprar un coche caro e ineficiente. Hace unos días, envíe a la señora Von der Leyen una carta exigiendo adelantar el estudio de impacto para poner fin a esta Directiva criminal. Cincuenta y cinco de ustedes la apoyaron. El resto supongo que está pensando en comprarse un coche eléctrico chino, pero los de ahí fuera no tienen nuestros sueldos y no tienen esa libertad.",Right,Right,True,"Madam President, sometimes I think that most of you are agents of the Chinese Communist Party. All those who voted in favor of the European Green Pact and the directive banning the combustion engine in 2035 are responsible, but now I realize that they are also hypocrites and phonies, because all those who are from here to there voted in favor and now appear as defenders of the automobile industry. Giving up an industry in which we were world leaders to become dependent on China, which produces 70% of the batteries and controls the supply chain for their production, is the best way to induce the suicide of the European economy. In Spain, the automotive industry employs two million people. It is 10 % of GDP and production has fallen by more than 15 %. Audi, Volkswagen, Renault, SEAT, all closing factories and throwing workers into the street. In Spain, the best-selling car is one whose selling price does not exceed 14,000 euros. Ten years ago it was an 18,000-euro car. They are already achieving their goal. They have made Europeans poorer. Meanwhile, there are politicians who consider that freedom consists in exchanging your car for a transport voucher and other liberticides impose the greatest restrictions on the movement of humble people known in the history of Europe, as in Madrid. Borders open to illegals and fortress cities closed to those who cannot afford an expensive and inefficient car. A few days ago, I sent Mrs. Von der Leyen a letter demanding to bring forward the impact study to put an end to this criminal Directive. Fifty-five of you supported it. The rest of you I suppose are thinking of buying a Chinese electric car, but those of you out there don't have our salaries and don't have that freedom.",1.0
Giovanni | Crosetto,ECR,IT,257094,,"Signora Presidente, onorevoli colleghi, signor Commissario, mi sembra di vedere che la crisi dell'industria dell'auto sia sotto gli occhi di ognuno di noi. Però, per capire quelle che sono le cause, io vi consiglio, colleghi, di analizzare bene i macro settori coinvolti. Dal lato dell'offerta, diversamente da quanto detto da qualche collega, noi vediamo i produttori di auto chiedere fortemente di rinunciare e rivedere la scadenza del 2035. Questo perché o i produttori stanno pianificando di chiudere gli stabilimenti industriali, come vediamo in Germania, oppure perché li hanno dovuti già chiudere, come noi drammaticamente vediamo in Italia, nello stabilimento di Torino Mirafiori. Dal lato della domanda, le auto elettriche semplicemente non si vendono e non si vendono perché non si è tenuto conto della sostenibilità economica e dell'accessibilità pratica, non solo alle auto, ma anche alle fonti di energia necessarie per la ricarica. E questo sancisce anche un fallimento in termini di politiche energetiche. Infine, se noi guardiamo al mercato del lavoro, vediamo licenziamenti di massa e ampio ricorso agli ammortizzatori sociali. Tra dieci giorni, il 18 di ottobre, in Italia verrà indetto uno sciopero generale e io, colleghi, vi invito a guardare le richieste di questo sciopero che sono rivolte non all'industria, ma alla politica. Ecco, sono le stesse richieste che noi sentiamo da tutti i macrosettori dell'economia e concludo, Presidente. Questo perché la politica non può calare dall'alto decisioni come il Green Deal elettrico, ma bisogna cercare di tenere in considerazione le leggi del mercato, altrimenti distruggeremo la base industriale europea.",Right,Right,True,"Madam President, ladies and gentlemen, Commissioner, it seems to me that I can see that the crisis in the auto industry is before everyone's eyes. However, in order to understand what the causes are, I would advise you, colleagues, to take a good look at the macro sectors involved. On the supply side, contrary to what some of my colleagues have said, we see the auto manufacturers strongly asking to give up and revise the 2035 deadline. This is either because manufacturers are planning to close industrial plants, as we see in Germany, or because they have already had to close them, as we dramatically see in Italy, at the Turin Mirafiori plant. On the demand side, electric cars are simply not selling, and they are not selling because affordability and practical accessibility, not only to the cars, but also to the energy sources needed to charge them, have not been taken into account. And this also enshrines a failure in terms of energy policies. Finally, if we look at the labor market, we see mass layoffs and extensive use of social safety nets. In ten days, on October 18, a general strike will be called in Italy, and I, colleagues, invite you to look at the demands of this strike, which are addressed not to industry, but to politics. Here, these are the same demands that we hear from all macro sectors of the economy, and I will conclude, Chairman. This is because politics cannot drop decisions like the Electric Green Deal from above, but we must try to take into account the laws of the market, otherwise we will destroy the European industrial base.",0.5
